Id,SalePrice
1461,130252.7578125
1462,165171.984375
1463,186670.90625
1464,194729.875
1465,181160.53125
1466,175047.0625
1467,178041.234375
1468,174438.96875
1469,187988.28125
1470,126111.4609375
1471,201380.3125
1472,93081.3046875
1473,97316.3046875
1474,156722.484375
1475,134246.9375
1476,375755.5
1477,243176.390625
1478,282995.34375
1479,280279.09375
1480,498776.3125
1481,323552.09375
1482,205576.953125
1483,168230.34375
1484,164261.03125
1485,165487.640625
1486,188009.4375
1487,339731.96875
1488,247401.234375
1489,200235.296875
1490,224824.546875
1491,188423.359375
1492,91360.7890625
1493,182805.109375
1494,304010.46875
1495,304354.8125
1496,246127.140625
1497,175964.953125
1498,160393.1875
1499,162933.15625
1500,146975.28125
1501,170633.546875
1502,140293.703125
1503,299760.25
1504,240860.03125
1505,221847.84375
1506,191507.28125
1507,254211.71875
1508,200938.6875
1509,172222.625
1510,146118.828125
1511,141205.25
1512,164348.78125
1513,134885.640625
1514,152279.90625
1515,205991.640625
1516,154516.390625
1517,163170.453125
1518,134042.109375
1519,226234.421875
1520,134589.59375
1521,135457.234375
1522,167326.46875
1523,110385.6953125
1524,119353.5390625
1525,128060.0625
1526,119683.9765625
1527,98146.5703125
1528,134175.890625
1529,146035.25
1530,166306.078125
1531,97992.25
1532,96601.8046875
1533,138873.875
1534,123780.6640625
1535,146154.234375
1536,111180.296875
1537,71064.5625
1538,183918.328125
1539,196608.421875
1540,93872.125
1541,151013.171875
1542,137884.890625
1543,235729.0
1544,77977.671875
1545,113589.8203125
1546,130896.3046875
1547,127277.7890625
1548,129633.2578125
1549,112941.2734375
1550,136806.125
1551,125211.453125
1552,131163.21875
1553,161954.234375
1554,118630.21875
1555,165337.9375
1556,87979.7578125
1557,109482.2734375
1558,88948.953125
1559,78683.984375
1560,126912.46875
1561,152406.15625
1562,127682.7578125
1563,118660.5390625
1564,146202.609375
1565,154171.8125
1566,239049.0
1567,82504.4453125
1568,242353.109375
1569,129526.1171875
1570,137116.203125
1571,117470.9609375
1572,146629.75
1573,245227.453125
1574,119104.0703125
1575,231430.09375
1576,205476.796875
1577,189523.0625
1578,158500.65625
1579,151357.625
1580,191833.75
1581,141094.46875
1582,126993.828125
1583,333403.125
1584,220499.578125
1585,145669.984375
1586,73193.8984375
1587,96101.8359375
1588,146544.046875
1589,95129.515625
1590,134041.34375
1591,95580.75
1592,108048.984375
1593,144183.921875
1594,128444.9765625
1595,97022.453125
1596,237853.3125
1597,192467.796875
1598,184636.578125
1599,173818.0625
1600,176213.171875
1601,65895.8046875
1602,118319.7265625
1603,89057.7734375
1604,265225.0
1605,247959.390625
1606,171803.984375
1607,167600.84375
1608,209622.21875
1609,185047.3125
1610,147670.046875
1611,141865.3125
1612,168609.890625
1613,154170.046875
1614,115364.203125
1615,81585.078125
1616,78271.828125
1617,90172.046875
1618,125661.3671875
1619,129000.46875
1620,169094.75
1621,143215.15625
1622,143229.90625
1623,268960.90625
1624,208794.03125
1625,128636.953125
1626,167745.40625
1627,188993.140625
1628,267590.84375
1629,179265.5625
1630,391257.15625
1631,225276.765625
1632,243405.625
1633,162526.25
1634,183803.46875
1635,179986.75
1636,152099.9375
1637,201349.59375
1638,191015.71875
