Id,SalePrice
1461,122896.8203125
1462,153626.5625
1463,174299.609375
1464,179548.71875
1465,197535.34375
1466,170012.078125
1467,164548.75
1468,157504.1875
1469,198852.765625
1470,124605.953125
1471,193107.0625
1472,100459.5078125
1473,99973.796875
1474,153211.46875
1475,140255.4375
1476,358637.625
1477,254997.9375
1478,289707.53125
1479,297378.15625
1480,430447.4375
1481,321133.40625
1482,205504.03125
1483,164876.890625
1484,172622.859375
1485,181146.71875
1486,194310.625
1487,329364.90625
1488,240847.171875
1489,196737.640625
1490,194828.328125
1491,196932.6875
1492,96249.78125
1493,181295.0
1494,313097.46875
1495,306607.0625
1496,223114.515625
1497,186388.59375
1498,159609.9375
1499,161994.390625
1500,139025.734375
1501,161191.5
1502,151452.046875
1503,273493.09375
1504,236393.359375
1505,219975.328125
1506,186657.5625
1507,234808.421875
1508,201284.125
1509,159345.296875
1510,147326.109375
1511,146011.859375
1512,168386.359375
1513,147652.859375
1514,166981.8125
1515,199564.0625
1516,168696.90625
1517,154565.46875
1518,150631.5625
1519,215017.34375
1520,135107.21875
1521,137320.34375
1522,175474.953125
1523,112187.03125
1524,122964.3515625
1525,124837.1796875
1526,124226.3828125
1527,104631.09375
1528,136927.375
1529,143913.140625
1530,167925.78125
1531,114267.1484375
1532,104234.6015625
1533,134556.21875
1534,125839.1015625
1535,153771.8125
1536,111340.734375
1537,72930.7890625
1538,177217.265625
1539,197201.8125
1540,93433.140625
1541,143000.34375
1542,141041.46875
1543,216137.8125
1544,76767.6328125
1545,104757.3984375
1546,125020.421875
1547,126949.3828125
1548,124251.3828125
1549,111070.5078125
1550,142102.265625
1551,125882.5546875
1552,134749.109375
1553,148889.0
1554,116179.6875
1555,165984.109375
1556,88278.0390625
1557,111497.25
1558,91135.40625
1559,76309.5234375
1560,146811.09375
1561,138761.484375
1562,125727.5390625
1563,122662.9921875
1564,156768.828125
1565,145144.546875
1566,229822.53125
1567,77938.421875
1568,216434.015625
1569,135820.59375
1570,132149.609375
1571,132883.359375
1572,146290.203125
1573,252269.5
1574,124998.84375
1575,221398.0625
1576,200732.796875
1577,189123.5
1578,148239.25
1579,142214.515625
1580,201752.078125
1581,136559.625
1582,129780.3359375
1583,317036.3125
1584,222243.40625
1585,139644.421875
1586,79278.2890625
1587,101980.140625
1588,145880.734375
1589,94414.7734375
1590,135059.15625
1591,102285.3046875
1592,119466.0546875
1593,128818.1484375
1594,119526.3359375
1595,117194.015625
1596,227124.640625
1597,176171.65625
1598,209812.03125
1599,190732.828125
1600,189267.296875
1601,76641.2265625
1602,113065.53125
1603,83028.40625
1604,276189.9375
1605,254146.265625
1606,163388.140625
1607,185518.921875
1608,207439.625
1609,194982.59375
1610,137701.84375
1611,143568.390625
1612,163987.4375
1613,152817.75
1614,124847.0625
1615,86514.359375
1616,76088.171875
1617,95502.6640625
1618,125523.5078125
1619,139910.640625
1620,160576.234375
1621,135029.921875
1622,137392.921875
1623,273574.21875
1624,204362.859375
1625,133508.828125
1626,169185.25
1627,176600.78125
1628,269687.03125
1629,192313.3125
1630,320417.875
1631,223697.234375
1632,246828.5625
1633,168288.59375
1634,177518.1875
1635,170756.609375
1636,157815.71875
1637,182524.46875
1638,209001.421875
1639,179469.125
1640,250323.03125
1641,185201.078125
1642,212014.734375
1643,236803.34375
1644,224279.75
1645,184338.703125
1646,156889.53125
1647,181970.03125
1648,137061.6875
1649,130062.59375
1650,119151.1015625
1651,122668.1328125
1652,103667.546875
1653,100822.7890625
1654,157060.796875
1655,165808.640625
1656,148787.65625
1657,156071.140625
1658,148917.828125
1659,146782.390625
1660,145263.640625
1661,415395.9375
1662,403398.40625
1663,382200.59375
1664,274008.71875
1665,294664.03125
1666,311283.40625
1667,365457.3125
1668,316567.71875
1669,301857.3125
1670,349820.625
1671,247992.734375
1672,395186.0625
1673,292632.875
1674,249618.828125
1675,165260.6875
1676,165117.171875
1677,204601.546875
1678,398127.1875
1679,362487.78125
1680,319338.5625
1681,247956.5625
1682,313993.625
1683,178353.078125
1684,186014.09375
1685,162295.9375
1686,176123.109375
1687,169859.25
1688,194310.625
1689,201669.5625
1690,199533.984375
1691,180140.625
1692,285749.375
1693,167515.828125
1694,171846.59375
1695,175825.734375
1696,290644.25
1697,177029.59375
1698,353820.03125
1699,293668.6875
1700,239606.140625
1701,281213.0
1702,249130.5625
1703,259265.671875
1704,282134.375
1705,235516.65625
1706,388881.9375
1707,209040.890625
1708,188554.765625
1709,279506.34375
1710,221094.015625
1711,259391.796875
1712,265919.4375
1713,261660.703125
1714,219779.265625
1715,199704.75
1716,184963.140625
1717,178881.65625
1718,142011.640625
1719,202779.453125
1720,248557.21875
1721,185007.421875
1722,135750.546875
1723,156771.21875
1724,208927.484375
1725,227432.203125
1726,165709.046875
1727,151678.984375
1728,197015.71875
1729,147033.59375
1730,158573.984375
1731,122903.6171875
1732,131686.25
1733,122887.09375
1734,127190.6640625
1735,131996.0625
1736,116811.5078125
1737,319462.21875
1738,212209.53125
1739,271289.46875
1740,186988.953125
1741,168842.890625
1742,161191.5
1743,177806.046875
1744,287153.5
1745,210477.78125
1746,207991.90625
1747,221613.328125
1748,203950.296875
1749,148098.640625
1750,136838.09375
1751,232924.234375
1752,122898.578125
1753,155383.671875
1754,222459.703125
1755,159989.5625
1756,126570.8828125
1757,120256.3828125
1758,138847.921875
1759,165026.65625
1760,158060.03125
1761,141409.15625
1762,161542.375
1763,180951.953125
1764,118981.5703125
1765,178914.578125
1766,174744.671875
1767,205304.03125
1768,140255.171875
1769,184374.921875
1770,142029.234375
1771,129766.7265625
1772,130426.40625
